cod_departamento;cod_municipio;cod_postal;limite
25;645;252627;Mpio. Tena Y Bojac√Å-Municipio Granada-Mpio. Bojac√Å Y Soacha-Municipio El Colegio
25;245;252637;M. Tena Y San Anto. Del Tequen.-R√Ço (Permanente)-Municipio Granada-Municipio La Mesa
25;245;252638;R√Ço (Permanente)-Mpio. Viot√Å Y Anapoima-Municipio Granada-Municipio Anapoima
25;035;252647;Municipio Quipile-Via Apulo - La Mesa-Municipio La Mesa-Municipio Apulo
25;035;252648;Via Apulo - La Mesa-Municipio Viot√Å-Municipio El Colegio-Municipio Apulo
25;599;252657;M. Jerusalen Y Anapoima-Mpio. Viot√Å Y Tocaima-Municipio Anapoima-Municipio Tocaima
25;878;252667;M. Apulo Y R√Ço Lindo-Mpio. Nilo Y Tibacuy-M. Tibacuy Y Silvania-M. Tocaima Y Apulo
25;878;252668;M. El Colegio Y Anapoima-R√Ço Lindo-Municipio Silvania-M. Apulo Y Via Viot√Å-Apulo
25;580;252801;Cl 10-Cl 1-Kr 1-Kr 8
25;580;252807;M. Beltran Y San J. De R√Ço Seco-Municipio Jerusal√Ân-Municipio Quipile-Municipio Beltr√Ån
25;368;252817;Municipio Pul√Ç-Municipio Nari√Ëo-Municipio Tocaima-M. Guataqu√Ç Y Beltran
25;324;252827;Municipio Guataqu√Ç-Municipio Nari√Ëo-Municipio Jerusal√Ân-Municipio Piedras Y Coello
25;483;252837;Municipio Guataqu√Ç-Municipio Girardot-M. Tocaima Y Jerusal√Ân-Municipio Coello
25;815;252847;Municipio Jerusal√Ân-Municipio Agua De Dios-Via Jerusa.-Tocaim.-Agua De D.-Mpio. Girardot Y Nari√Ëo
25;815;252848;Municipio Jerusal√Ân-M. Agua De Dios Y Nilo-Mpio. Apulo Y Viot√Å-Via Jerusa.-Tocaim.-Agua De D.
25;001;252857;Municipio Tocaima-Mpio. Ricaurte Y Nilo-M. Tocaima Y Nilo-Municipio Ricaurte
25;099;253001;Dg 16-Cl 2-Kr 3-Kr 15
25;099;253007;M. Zipac√Ìn Y Facatativa-Municipio Soacha-M. Mosquera Y Madrid-M. La Mesa- Tena Y San Ant. Del T.
25;898;253017;Municipio Facatativa-Municipio La Mesa-Municipio Bojac√Å-M. Cachipay Y Anolaima
25;123;253027;Municipio Anolaima-Municipio La Mesa-Municipio Zipac√Ìn-Municipio Quipile
25;596;253037;Municipio Bituima-M. Jerusal√Ân Y Anapoima-M. Anolaima- Cahipay Y La Mesa-M. San J. De R√Ço Seco Y Pul√Ç
25;040;253047;Municipio Guayabal De Siquima-Mpio. Cachipai Y Zipac√Ìn-Municipio Facatativa-Via Cachipai-Alto Del Trigo
25;040;253048;Municipio Guayabal De Siquima-Municipio Cachipai-Via Cachipai-Alto Del Trigo-Mpio. Quipile Y Bituima
25;269;253051;Kr  20-Kr  1-Cl 2  Y  Tv 10-Limite Urbano
25;269;253052;Limite Urbano-Limite Urbano-Limite Urbano-Cl 22A- 2 Y Tv 10
25;269;253057;Via Alban-Faca.-El Rosal-M. Zipac√Ìn- Bojaca Y Madrid-M. El Rosal Y Madrid-Municipio Anolaima
25;269;253058;M. Sasaima-La Vega-San Fco.-Via Alban-Faca.-El Rosal-Municipio El Rosal-Municipio Alban
25;019;253201;Dg 9-Cl 2A S-Kr 1 W-Kr 6
25;019;253207;Municipio Villeta-Municipio Anolaima-M. Sasaima Y Facatativa-M. Guayabal De Siquima
25;328;253217;Municipio Villeta-Municipio Anolaima-Municipio Alban-Municipio Bituima
25;095;253227;Municipio Villeta-Mpio. Quipile Y Anolaima-M. Guay. De Siquim. Y Anolaima-Municipio Viani
25;867;253237;Municipio Guaduas-Mpio. San Juan De R√Ço Seco-Mpio. Villeta Y Bituima-M. Chaguan√Ç Y San Juan De R√Ço S.
25;168;253247;Municipio Guaduas-M. San Juan De R√Ço Seco-Municipio Viani-Municipio Armero
25;662;253257;Municipio Chaguan√Ç-Municipio Pul√Ç-Municipio Viani Y Quipile-M. Beltr√Ån Y R√Ço Seco De Las Palmas
25;662;253258;Municipio Chaguan√Ç-Municipio Beltr√Ån-M. R√Ço Seco  De Las Palmas-Mpio. Ambalema Y Armero
25;086;253267;Mpio. San Juan De R√Ço Seco-Municipio Guataqu√Ç Y Piedras-M. San J. De R.- Puli Y Jerusalen-M. Ambalema Y Venadillo
25;718;253401;Cl 10-Cl 3A-Kr 0-Tv 6
25;718;253407;Mpio. Villeta Y Nocaima-Via  La Vega-Sasaima-Sta. Ines-Municipio La Vega-Municipio Alb√Ån
25;718;253408;Via La Vega-Sasaima-Sta. Ines-Municipio Facatativa-Municipio La Vega-Municipi Alb√Ån
25;875;253417;Via Guaduas - Sasaima-M. Guayabal De S. Y Vian√Ç-M. Alb√Ån Y Sasaima-M. Guaduas Y Vian√Ç
25;875;253418;M. Quebradanegra Y Nimaima-Via Guaduas - Sasaima-M. Nocaima Y Sasaima-Municipio Guaduas
25;592;253427;Municipio Utica-Municipio Villeta-Municipio Nimaima-Municipio Guaduas
25;851;253437;Municipio La Palma-Mpio. Quebradanegra-Municipio La Pe√Ëa-M.Caparrap√Ç Y Guaduas
25;320;253447;Municipio Caparrap√Ç-Municipio Chaguani Y Viani-M. Utica- Q/Da. Negra Y Villeta-Via Chaguani-Guaduas-Caparrapi
25;320;253448;Via Honda - Guaduas-Municipio Chaguani-Via Honda-Guaduas-Chaguani-Mpio. Honda Y Armero
25;320;253449;Mpio. La Dorada Y Pto. Salgar-Via Honda - Guaduas-M. Caparrapi Y Via Guad.-Caparra.-Mpio. La Dorada Y Honda
25;148;253467;Quebrada Guatachi-Municipio Guaduas-Mpio. La Palma Y Utica-Via Cordoba-Guaduero
25;148;253468;Municipio Yacop√Ç-Q/Da. Guatachi Y Mpio. Guaduas-Via Cordo.-Guadue. Y M. Yacop√Ç-M. Pto. Salgar Y Guaduas
25;572;253487;Municipio Puerto Boyaca-Municipio Guaduas-Mpio. Yacop√Ç Y Caparrap√Ç-Municipio La Dorada
25;658;253601;Cl 7-Cl 5 S-Limite Urbano-Limite Urbano
25;658;253607;Municipio Supata-R√Ço (Permanente)-Municipio Subachoque-Municipio La Vega
25;658;253608;R√Ço (Permanente)-Municipio Facatativa-Municipio El Rosal-Municipio La Vega
25;402;253617;Municipio Vergara Y Nocaima-Via San Fco.-La Vega-La Victoria-Mpio. Supat√Å Y San Fco.-Municipio Sasaima
25;402;253618;Via San Fco.-La Vega-La Victoria-Municipio Facatativa-Mpio. San Francisco-Municipio Sasaima
25;491;253627;Mpio. Nimaima Y Vergara-M. Sasaima Y La Vega-Mpio. La Vega Y Vergara-Mpio. Nimaima Y Villeta
25;489;253637;Municipio El Pe√Ë√Ìn-Municipio Villeta-Mpio. Vergara Y Nocaima-M. La Pe√Ëa Y Quebradanegra
25;398;253647;Municipio La Palma-Via Furatena-La Pe√Ëa-El Valle-Municipio El Pe√Ë√Ìn-Mpio. La Palma Y Utica
25;398;253648;Via Furatena-La Pe√Ëa-El Valle-Municipio Nimaima-Municipio Nimaima-Municipio Utica
25;862;253657;Municipio El Pe√Ë√Ìn-Via Vergara - Cerinza-Municipio Pacho-Municipio Nimaima
25;862;253658;Via Vergara - Cerinza-Mpio. Supat√Å Y  Lavega-Municipio Pacho-Municipio Nocaima
25;777;253667;Municipio Vergara Y Pacho-Mpio. San Fco. Y Subachoque-M. Pacho Y Subachoque-Mpio. Vergara Y La Vega
25;394;253801;Cl 2-Cl 12-Tv 1-Kr 11
25;394;253807;Via Naranjal-La Palma-Minipi Qui.-Municipio La Pe√Ëa-Mpio. El Pe√Ë√Ìn Y Topaip√Ç-Via Utica-Minipi Quijano
25;394;253808;Municipio Yacop√Ç-Municipio Utica-Via Naranj.-La Palma-Utica-Municipio Caparrap√Ç
25;823;253827;Municipio Yacop√Ç-Mpio. Pacho Y El Pe√Ë√Ìn-Mpio. Pime Y Villagomez-Municipio La Palma
25;885;253847;Municipio Puerto Salgar-Mpio. La Palma Y Topaip√Ç-Via Topai.-Yacop√Ç-Ca√Ëo Pescado-Municipio Caparrap√Ç
25;885;253848;Municipio Puerto Boyaca-Mpio. Paime Y Topaip√Ç-M. Otanche Y Qu√Çpama-Via Topai.-Yacop√Ç-Ca√Ëo Pescado
25;513;254001;Kr 41-Limite Urbano-Cl 1-Cl 17
25;513;254007;Municipio San Cayetano-Via Zipaqura-Pacho-El Pe√Ë√Ìn-M. Tausa- Cogua Y Zipaquira-Municipio Villagomez
25;513;254008;Municipio Topaip√Ç-Municipio Subachoque-M. Villag.- R√Ço Neg. Y Via Zip.-Pach.-M. El Pe√Ë√Ìn- Vergara Y Supat√Å
25;258;254027;Municipio Topaip√Ç-Mpio. Nimaima Y Vergara-Municipio Pacho-Mpio. La Palma Y La Pe√Ëa
25;871;254037;Municipio Paime-Municipio Pacho-Mpio. Paime Y San Cayetano-M. Topaip√Ç Y Pacho
25;518;254047;Municipio Muzo-Municipio Villagomez-Municipio San Cayetano-Mpio. Yacop√Ç Y Topaip√Ç
25;653;254057;Municipio Coper-Municipio Pacho Y Tausa-Mpio. Carmen De Carupa-M. Paime Y Villagomez
25;214;250010;Cl 17 A-Cl 1-Kr 1 E-Kr 11
25;286;250020;Kr 30-Kr 1-Limite Urbano-Cl 20
25;430;250030;Cl  21-Cl 12 S-Kr 4 E-Kr 23
25;473;250040;Limite Urbano-Limite Urbano-Limite Urbano-Limite Urbano
25;740;250070;Limite Urbano-Limite Urbano-Limite Urbano-Limite Urbano
25;260;250210;Limite Urbano-Limite Urbano-Limite Urbano-Limite Urbano
25;769;250220;Cl 9-Dg 1-Kr 5 E-Kr 8
25;785;250230;Cl 11 Bis-Cl 1 S-Limite Urbano-Kr 9
25;126;250240;Cl 6-Cl 6 S-Kr 12 E-Kr 16
25;793;250410;Limite Urbano-Cl 1-Limite Urbano-Kr 9
25;154;250420;Cl 6A-Cl 1-Kr 1E-Tv 7
25;843;250430;Cl 16-Limite Urbano-Kr 1-Kr 12
25;781;250440;Cl 8-Cl 1-Kr 1 S-Kr 6
25;224;250450;Cl 4 S-Cl 8-Kr 1-Kr 6
25;317;250610;Cl 8-Limite Urbano-Kr 4 E-Kr 10
25;288;250620;Cl 9-Cl 1-Kr 5-Kr 0
25;779;250630;Cl 18-Limite Urbano-Kr 2 S-Kr 6A
25;745;250640;Cl 21-Cl 1 S-Kr 15-Kr 1 S
25;873;250810;Limite Urbano-Limite Urbano-Limite Urbano-Limite Urbano
25;807;250820;Cl 8-Cl 1-Kr 1-Kr 5 Bis
25;436;250830;Cl 7-Cl 2-Kr 1-Kr 10
25;426;250840;Cl 10-Cl 1-Kr 2-Limite Urbano
25;817;251010;Cl 19A-Dg 3-Kr 6 E-Kr 12
25;295;251020;Cl 15-Cl 7 S-Kr 1-Kr 9
25;486;251030;Cl 11-Cl 3 S-Limite Urbano-Kr 7
25;772;251040;Limite Urbano-Limite Urbano-Limite Urbano-Limite Urbano
25;736;251050;Cl 10-Cl 1-Kr 1-Kr 10
25;326;251060;Cl 12-Cl 2 Sur-Kr 4 E-Kr 12
25;322;251210;Cl 7-Cl 2 S-Kr 3E-Kr 11A
25;372;251220;Cl 11-Cl 1-Kr 0-Kr 7
25;297;251230;Limite Urbano-Cl 1A-Kr 1-Limite Urbano
25;299;251240;Cl 7-Cl 1-Kr 1-Kr 5A
25;293;251250;Cl 8A-Cl 0-Kr 2-Kr 9
25;839;251260;Limite Urbano-Cl 1-Limite Urbano-Limite Urbano
25;438;251420;Cl 17-Limite Urbano-Kr 4-Tv 10
25;181;251620;Cl 9-Cl 7 S-Kr 1Ae-Kr 6
25;279;251640;Cl 11-Limite Urbano-Limite Urbano-Limite Urbano
25;845;251810;Cl 8-Cl 5A S-Kr 0-Kr 7
25;151;251820;Kr 9-Kr 7 S-Limite Urbano-Cl 8
25;281;251830;Cl 6A-Cl 0-Limite Urbano-Limite Urbano
25;594;251840;Cl 7A-Limite Urbano-Kr 1-Limite Urbano
25;335;251850;Limite Urbano-Limite Urbano-Dg 1-Cl 5A
25;339;251860;Cl 10-Cl 2-Kr 0-Limite Urbano
25;524;252010;Cl 5-Cl 1-Limite Urbano-Kr 7
25;649;252020;Limite Urbano-Kr 1-Cl 2A S-Limite Urbano
25;506;252030;Limite Urbano-Limite Urbano-Limite Urbano-Limite Urbano
25;120;252040;Dg 10-Cl 2 S-Kr 0-Kr 4
25;805;252230;Cl 7-Cl 1-Kr 0-Kr 5
25;743;252240;Limite Urbano-Limite Urbano-Limite Urbano-Limite Urbano
25;312;252250;Kr 17-Kr 11-Cl 15-Cl 7
25;612;252410;Limite Urbano-Limite Urbano-Limite Urbano-Limite Urbano
25;797;252610;Cl 9-Dg 2 S-Kr 0-Kr 8B
25;645;252620;Kr 7-Kr 1-Cl 9-Cl 1
25;245;252630;Cl 11-Cl 7 S-Kr 3-Limite Urbano
25;035;252640;Cl 19-Kr 0-Limite Urbano-Limite Urbano
25;599;252650;Cl 24-Cl 1-Kr 1-Kr 10
25;878;252660;Cl 31-Limite Urbano-Kr 6-Kr 11A
25;368;252810;Dg 10-Limite Urbano-Kr 1-Limite Urbano
25;324;252820;Cl 13-Cl 0-Limite Urbano-Limite Urbano
25;483;252830;Limite Urbano-Cl 1-Cl 17-Limite Urbano
25;815;252840;Cl 8 N-Cl 10-Kr 2 E-Kr 14
25;001;252850;Tv 12-Cl 6-Kr 2Bis E-Kr 1
25;898;253010;Cl 11-Cl 1-Kr 1-Kr 6
25;123;253020;Cl 13-Kr 2 E-Kr 6 E-Kr 9
25;596;253030;Limite Urbano-Limite Urbano-Limite Urbano-Limite Urbano
25;040;253040;Cl 3B-Dg 6A-Kr 14-Kr 0
25;328;253210;Dg 5-Cl 4-Dg 5-Kr 9
25;095;253220;Cl 7-Dg 1-Kr 1-Kr 7B
25;867;253230;Cl 6Bis-Cl 1 S-Kr 1-Kr 10
25;168;253240;Limite Urbano-Tv 2-A Melgar-Limite Urbano
25;662;253250;Limite Urbano-Limite Urbano-Limite Urbano-Limite Urbano
25;086;253260;Cl 6-Cl 0-Kr 1-Limite Urbano
25;875;253410;Dg 12-Limite Urbano-Kr 4 E-Limite Urbano
25;592;253420;Limite Urbano-Limite Urbano-Limite Urbano-Limite Urbano
25;851;253430;Kr 11-Dg 16-Kr  3 E-Tv 12
25;320;253440;Limite Urbano-Limite Urbano-Limite Urbano-Limite Urbano
25;148;253460;Limite Urbano-Limite Urbano-Limite Urbano-Limite Urbano
25;572;253480;Cl 19-Cl 8-Kr 9 E-Kr 18
25;402;253610;Limite Urbano-Cl 1-Kr 2-Kr 6
25;491;253620;Cl 12-Cl 1-Kr 1-Kr 9
25;489;253630;Limite Urbano-Limite Urbano-Limite Urbano-Limite Urbano
25;398;253640;Cl 10-Cl 1-Kr 1-Kr 4A
25;862;253650;Cl 4-Cl 1-Kr 10-Kr 1
25;777;253660;Limite Urbano-Cl 1-Limite Urbano-Kr 1
25;823;253820;Cl 10-Cl 1-Dg 8A-Kr 12
25;885;253840;Cl 17-Cl 1-Kr 1-Kr 8
25;258;254020;Kr 0-Kr 4-Cl 1-Cl 9
25;871;254030;Dg 9-Dg 1-Kr 1-Kr 6A
25;518;254040;Cl 5-Cl 1 S-Kr 0-Kr 5
25;653;254050;Limite Urbano-Limite Urbano-Limite Urbano-Limite Urbano
27;001;270001;Limite Urbano-Cl  30  Y  31-Limite Urbano-Rio Atrato
27;001;270002;Cl 30 Y 31-Rio Cabi Y Limite Urbano-Limite Urbano-Rio Atrato
27;001;270007;Municipio Bojay√Å-Mpio. Medio Atrato Y R√Ço Salado-Municipio Vigia Del Fuerte-Mpio. Bojay√Å Y Alto Baudo
27;001;270008;Mpio. Medio Atrato Y R√Ço Salado-Municipio R√Ço Quito-R√Ço Atrato-Municipio Alto Baudo
27;001;270009;Mpio. Urrao Y Medio Atrato-Mpio. Atrato- Lloro Y El Carm√Ân De Atrato-Municipio Urrao-R√Ço Atrato
27;425;270077;Mpio. Vigia Del Fuerte Y Urrao-Municipio Quibd√Ì-Municipio Quibd√Ì-R√Ço Atrato
27;425;270078;Municipio Quibd√Ì-Municipio Quibd√Ì-R√Ço Atrato-Municipio Quibd√Ì
27;245;271017;Municipio Urrao-R√Ço Atrato Y (Permanente)-Mpio. Salgar Y Ciudad Bol√Çvar-Municipio Quibd√Ì
27;245;271018;R√Ço Atrato Y (Permanente)-Mpio. Llor√Ì Y Bagad√Ì-Mpio. Ciudad Bol√Çvar Y Betania-Municipio Llor√Ì
27;413;271037;Mpio. Quibd√Ì Y El Carmen De Atrato-Mpio. C√Ârtegui Y Bagad√Ì-Mpio. El Carmen De Atrato Y Bagad√Ì-Municipio Atrato
27;073;271057;Mpio. El Carm√Ân De Atrato Y Lloro-Mpio. Pueblo Rico Y Mistrat√Ì-Municipio Andes-R√Ço Churgo
27;073;271058;Municipio Lloro-Municipio Tad√Ì-R√Ço Churgo-Municipio Certegui
27;787;271077;Mpio. Bagad√Ì Y C√Ârtegui-Mpio. R√Ço Ira- Condoto E Istmina-Municipio Pueblo Rico-Mpio. Uni√Ìn Panamericana
27;050;272017;Municipio Quibd√Ì-R√Ço Atrato Y Mpio. Lloro-Municipio Lloro-R√Ço Atrato
27;050;272018;Municipio Quibd√Ì-Municipio C√Ârtegui-Municipio Lloro Y R√Ço Atrato-Municipio R√Ço Quito
27;160;272027;Mpio. R√Ço Quito- Atrato Y Lloro-Municipio Tad√Ì-Municipio Bagad√Ì-M. Uni√Ìn Pa. Y El Cant√Ìn Del San P.
27;810;272037;Municipio C√Ârtegui-Municipio Istmina Y Tad√Ì-Municipio C√Ârtegui Y Tad√Ì-Mpio. El Cant√Ìn Del San Pablo
27;135;272047;Municipio R√Ço Quito-Mpio. Medio Baudo Y R√Ço Managr√Ö-Mpio. R√Ço Quito Y R√Ço San Pablo-Municipio Alto Baudo
27;135;272048;Mpio. Certegui Y R√Ço San Pablo-Municipio Istmina-Mpio. Uni√Ìn Panamericana-Mpio. Baudo Y R√Ço Managr√Ö
27;600;272057;Municipio Quibd√Ì-Q. Chiguarando- R√Ço Pato Y (Permanente)-Mpio. Atrato Y Quibd√Ì-Municipio Alto Baud√Ì
27;600;272058;Q. Chiguarand√Ì- R√Ço Pato Y (Permanente)-Mpio. C√Ârtegui Y El Cant√Ìn Del San Pablo-Municipio Atrato-Mpio. El Cant√Ìn Del San Pablo
27;580;273017;Municipio Tad√Ì-Municipio Condoto-Municipio Condoto-Mpio. Istmina Y Condoto
27;205;273037;Mpio. R√Ço Iro E Istmina-Municipio Novita-Relieve Monta√Ëoso-Mpio. Medio San Juan
27;205;273038;Municipio R√Ço Iro Y Tad√Ì-Municipio Novita-Municipio Pueblo Rico-Relieve Monta√Ëoso
27;491;273057;Municipio Condoto-Mpio. San Jose Del Palmar-Mpio. Santuario Y Pueblo Rico-R√Ço Taman√Å Y (Permanente)
27;491;273058;Mpio. Condoto- R√Ço Taman√Å Y (Perma.)-Municipio Sip√Ç-Mpio. Sip√Ç Y San Jose Del Palmar-Municipio Medio San Juan
27;660;273077;Municipio Novita-Municipio El Cairo-Municipio El Aguila-Q/Da. Barro Blanco Y R√Ço (Permanente)
27;660;273078;Municipio Novita-Municipio Sip√Ç-Q/Da. Barro Blanco Y R√Ço (Permanen.)-Municipio Novita
27;361;274017;M. El Cant√Ìn De S. P.- Uni√Ìn Pa. Y Tad√Ì-Q/Da. Dipurd√Ö Del Guasimo-M. R√Ço Iro- Medio San J. Y Condoto-Municipio Medio Baudo
27;361;274018;Q/Da. Dipurd√Ö Del Guasimo-M. Bajo Baudo Y El Litoral Del San Juan-Mpio. Medio San J. Y R√Ço San Juan-Municipio Bajo Baudo
27;361;274019;Mpio. Medio San Juan-Mpio. El Litoral Del San Juan-Municipio Sip√Ç-R√Ço San Juan
27;450;274037;Municipio Istmina-R√Ço Taman√Å-Municipio Condoto-Municipio Istmina
27;450;274038;R√Ço Taman√Å-R√Ço Sip√Ç-Municipio Novita-Municipio Istmina
27;450;274039;R√Ço Sip√Ç Y Mpio. Istmina-Municipio Istmina-Municipio Sip√Ç-Municipio Istmina
27;745;274057;Mpio. Novita Y San Jose Del Palmar-Quebrada Sorobiata Y R√Ço (Permanente)-Mpio. El Cairo- Versalles Y El Dovio-R√Ço Sip√Ç
27;745;274058;R√Ço Sip√Ç- Q/Da. Sorobiata Y R√Ço (Perma.)-Mpio. El Litoral Del San Juan-Municipio Bol√Çvar-Mpio. Istmina Y Medio San Juan
27;430;275017;Municipio Alto Y Bajo Baud√Ì-R√Ço Baud√Ì Y Q/Da. Curund√Ì-Mpio. Istmina Y El Cant√Ìn Del San Pablo-Municipio Bajo Baud√Ì
27;430;275018;R√Ço Baud√Ì Y Q/Da. Curund√Ì-Mpio. Istmina Y Bajo Baud√Ì-Municipio Istmina-R√Ço Baud√Ì Y Mpio. Bajo Baud√Ì
27;077;275037;Mpio. Nuqui Y Alto Baudo-R√Ço Baudo-Municipio Medio Baudo-Oc√Âano Pac√Çfico
27;077;275038;R√Ço Baudo Y Mpio. Medio Baudo-Mpio. El Litoral Del San Juan-Municipio Istmina-Oc√Âano Pac√Çfico
27;250;275057;Mpio. Istmina Y Sip√Ç-Mpio. Buenaventura Y Calima-Mpio. Bol√Çvar- Trujillo Y R√Çofrio-R√Ço San Juan
27;250;275058;Mpio. Bajo Baudo E Istmina-Municipio Buenaventura-R√Ço San Juan-Oc√Âano Pac√Çfico
27;372;276017;Oc√Âano Pac√Çfico-R√Ço Partad√Ì Y Q/Da. El Bando-Municipio Riosucio-Oc√Âano Pac√Çfico
27;372;276018;R√Ço Partad√Ì Y Q/Da. El Bando-Oc√Âano Pac√Çfico-Municipio Riosucio-Oc√Âano Pac√Çfico
27;372;276019;R√Ço Octavia Y Municipio Riosucio-Oc√Âano Pac√Çfico-Municipio Bahia Solano-Oc√Âano Pac√Çfico
27;075;276037;M. Jurad√Ì- Riosucio Y Carm√Ân Del Darien-Quebrada Mecana-Municipio Bojay√Å-Oc√Âano Pac√Çfico
27;075;276038;Quebrada Mecana-Mpio. Nuqui Y Alto Baudo-Municipio Bojay√Å-Oc√Âano Pac√Çfico
27;495;276057;Mpio. Bahia Solano Y Alto Baud√Ì-Quebrada Ancachi-Municipio Alto Baud√Ì-Oc√Âano Pac√Çfico
27;495;276058;Quebrada Ancachi-Municipio Bajo Baud√Ì-Municipio Alto Baud√Ì-Oc√Âano Pac√Çfico
27;025;276077;Mpio. Bojay√Å Y Bahia Solano-R√Ço Cugucho Y Baud√Ì-Municipio Quibd√Ì-Municipio Nuqui
27;025;276078;R√Ço Cugucho Y Baud√Ì-Mpio. Bajo Y Medio Baudo-Mpio. R√Ço Quito Y El Cant√Ìn De S. Pablo-Municipio Nuqui
27;615;277017;Municipio Riosucio Y Turbo-R√Ço Sucio-Mpio. Turbo Y Mutat√Å-Municipio Riosucio
27;615;277018;R√Ço Sucio-Mpio. Carm√Ân Del Dari√Ân Y Dabeiba-Municipio Mutat√Å-Municipio Riosucio
27;150;277037;Mpio. Riosucio Y Bel√Ân De Bajir√Å-Municipio Murind√Ì-Municipio Dabeiba-R√Ço Atrato
27;150;277038;Municipio Riosucio-Municipio Bijay√Å-R√Ço Atrato-Municipio Riosucio
27;099;277057;Municipio Carm√Ân Del Dari√Ân-Mpio. Quibd√Ì Y Alto Baudo-Municipio Vigia Del Fuerte-Municipio Bahia Solano
27;006;278017;Pa√Çs Panam√Å Y Mar Caribe-R√Ço Perdido Y Pa√Çs Panam√Å-Mar Caribe-Pa√Çs Panam√Å
27;006;278018;R√Ço Perdido Y Pa√Çs Panam√Å-Municipio Ungu√Ça-Mar Caribe-Pa√Çs Panam√Å
27;800;278037;Mpio. Acand√Ç Y Oc√Âano Pac√Çfico-R√Ço Tigre O Ticol√Â Y (Permanente)-Municipio Turbo-Pa√Çs Panam√Å
27;800;278038;R√Ço Tigre O Ticol√Â Y (Permanente)-Municipio Riosucio-Municipio Turbo-Pa√Çs Panam√Å
27;615;278057;Mpio. Unguia Y Oc√Âano Pac√Çfico-R√Ço Salaqu√Ç Y Atrato-Mpio. Turbo Y Bel√Ân De Bajir√Å-Oc√Âano Pac√Çfico
27;615;278058;R√Ço Salaqu√Ç Y Atrato-Mpio. Jurad√Ì Y Bahia Solano-Municipio Carmen Del Dari√Ân-Municipio Jurad√Ì
27;425;270070;Limite Urbano-Limite Urbano-Limite Urbano-Limite Urbano
27;245;271010;Limite Urbano-Limite Urbano-Limite Urbano-Limite Urbano
27;413;271030;Limite Urbano-Limite Urbano-Limite Urbano-Limite Urbano
27;073;271050;Limite Urbano-Limite Ubano-Limite Urbano-Limite Urbano
27;787;271070;Cl 11-Cl 2-Kr 7-Kr 23
27;050;272010;Limite Urbano-Limite Urbano-Limite Urbano-Limite Urbano
27;160;272020;Limite Urbano-Limite Urbano-Limite Urbano-Limite Urbano
27;810;272030;Limite Urbano-Limite Urbano-Limite Urbano-Limite Urbano
27;135;272040;Limite Urbano-Limite Urbano-Limite Urbano-Limite Urbano
27;600;272050;Limite Urbano-Limite Urbano-Limite Urbano-Limite Urbano
27;580;273010;Limite Urbano-Limite Urbano-Limite Urbano-Limite Urbano
27;205;273030;Kr 1-Kr 12-Cl 1-Cl 17
27;491;273050;Limite Urbano-Limite Urbano-Limite Urbano-Limite Urbano
27;660;273070;Limite Urbano-Limite Urbano-Limite Urbano-Limite Urbano
27;361;274010;Cl 6-Limite Urbano-Kr 17-Kr 2
27;450;274030;Limite Urbano-Limite Urbano-Limite Urbano-Limite Urbano
27;745;274050;Limite Urbano-Limite Urbano-Limite Urbano-Limite Urbano
27;430;275010;Limite Urbano-Limite Urbano-Limite Urbano-Limite Urbano
27;077;275030;Limite Urbano-Limite Urbano-Limite Urbano-Limite Urbano
27;250;275050;Limite Urbano-Limite Urbano-Limite Urbano-Limite Urbano
27;372;276010;Kr 1-Limite Urbano-Limite Urbano-Limite Urbano
27;075;276030;Cl 1-Cl 10-Limite Urbano-Kr 0
27;495;276050;Limite Urbano-Limite Urbano-Limite Urbano-Limite Urbano
27;025;276070;Limite Urbano-Limite Urbano-Limite Urbano-Limite Urbano
27;615;277010;Limite Urbano-Limite Urbano-Limite Urbano-Limite Urbano
27;150;277030;Limite Urbano-Limite Urbano-Limite Urbano-Limite Urbano
27;099;277050;Limite Urbano-Limite Urbano-Limite Urbano-Limite Urbano
27;006;278010;Limite Urbano-Limite Urbano-Limite Urbano-Limite Urbano
27;800;278030;Limite Urbano-Limite Urbano-Limite Urbano-Limite Urbano
27;615;278050;Limite Urbano-Limite Urbano-Limite Urbano-Limite Urbano
41;001;410001;Limite Urbano-Ac  26-Kr  7-M. Palermo
41;001;410002;Limite Urbano-Cl  25A-Limite Urbano-Kr  7
41;001;410003;Limite Urbano-Cl 23 Y Kr 49-Limite Urbano-Cl  25A
41;001;410004;Cl  23-Cl  8-Kr  49-Kr  16
41;001;410005;Cl  8-Cl  1 S-Limite Urbano-Kr  15
41;001;410006;Cl 1 S Y Av Circun-Limite Urbano-Kr  41-M. Palermo
41;001;410007;Municipio Tello-Municipio Rivera-M. San Vicente Del Caguan-V√Ça San Antonio-Motil√Ìn
41;001;410008;V√Ça Neiva-San Antonio-Municipio Rivera-V√Ça San Antonio-Motil√Ìn-Limite Urbano Y Mpio. Palermo
41;001;410009;Municipio Tello-V√Ça Neiva-San Antonio-Municipio Tello-V√Ça Neiva-Fortalecillas
41;001;410017;Mpio. Aipe Y Tello-Municipio Palermo-V√Ça Neiva-Villavieja-Quebrada El Potrero
41;001;410018;Municipio Aipe-Mpio. Palermo Y Santa Maria-M. Aipe- Palermo Y Q/Da. El Potrero-Mpio. Aipe Y Ataco
41;016;411001;Cl 13-Cl 5 S-Kr 3 E-Kr 13
